Document name,Coded Segments,Codes,Var1,Var2 ,Polarity,Comments
White et al_2023_Responses of African American Individuals Who U,Both flavor ban scenarios resulted in higher quitting intentions for cigarettes and all,"Hypothetical limited flavor ban (vs no ban)
+(S)
Quit Intentions
Agree",Hypothetical limited flavor ban (vs no ban),Quit Intentions,+(S),"""Both flavor ban scenarios resulted in higher quitting intentions for cigarettes and all tobacco products than the status quo (p"
White et al_2023_Responses of African American Individuals Who U,tobacco products than the status quo (p,"Hypothetical comprehensive flavor ban (vs no ban)
+(S)
Quit Intentions
Agree",Hypothetical comprehensive flavor ban (vs no ban),Quit Intentions,+(S),"""Both flavor ban scenarios resulted in higher quitting intentions for cigarettes and all tobacco products than the status quo (p"
White et al_2023_Responses of African American Individuals Who U,The comprehensive ban resulted in greater inten?tions to quit all tobacco products,"Hypothetical comprehensive flavor ban (vs limited ban)
+(S)
Likelihood of stating intent to quit tobacco all together as their response to the ban
Agree",Hypothetical comprehensive flavor ban (vs limited ban),Likelihood of stating intent to quit tobacco all together as their response to the ban,+(S),"""The comprehensive ban resulted in greater intentions to quit all tobacco products and lower intentions to switch to certain alternative products (e.g., E-cigarettes, smokeless tobacco, heated tobacco products) than the limited ban (p"
White et al_2023_Responses of African American Individuals Who U,"and lower intentions to switch to certain alternative products ?(e.g., E-cigarettes, smokeless tobacco, heated tobacco products) than the limited ban (p","Hypothetical comprehensive flavor ban (vs limited ban)
- (O)
Intention to transition to alternative tobacco products
Agree",Hypothetical comprehensive flavor ban (vs limited ban),Intention to transition to alternative tobacco products,- (O),"""The comprehensive ban resulted in greater intentions to quit all tobacco products and lower intentions to switch to certain alternative products (e.g., E-cigarettes, smokeless tobacco, heated tobacco products) than the limited ban (p"
White et al_2023_Responses of African American Individuals Who U,No signifi?cant differences were detected in participant’s ?hypothetical likelihood of accessing menthol cigarettes ?through unlicensed retailers between the 2 ban scenarios ?(p>0.05).,"Hypothetical comprehensive flavor ban (vs limited ban)
=
Illicit Purchasing
Agree",Hypothetical comprehensive flavor ban (vs limited ban),Illicit Purchasing,=, 
Yang et al_2020_The impact of a comprehensive tobacco product fl,"As presented in Table 2, among both the 18–24 and 25–34 age ?groups, the prevalence of using any tobacco products (both overall and ?flavored) decreased significantly after the flavor ban","Comprehensive Flavored tobacco ban
- (O)
Tobacco Use Post Flavor Ban
Agree",Comprehensive Flavored tobacco ban,Tobacco Use Post Flavor Ban,- (O), 
Yang et al_2020_The impact of a comprehensive tobacco product fl,"For both age groups, the prevalence of using flavored ?e-cigarettes decreased significantly after the flavor ban as well, as one ?might expect","Comprehensive Flavored tobacco ban
- (O)
Flavored e-cigarette use post ban
Agree",Comprehensive Flavored tobacco ban,Flavored e-cigarette use post ban,- (O), 
Yang et al_2020_The impact of a comprehensive tobacco product fl,with increases in the use of still-permitted tobacco?fla?vored e-cigarettes,"Comprehensive Flavored tobacco ban
+(S)
Tobacco Flavored E-cigarettes
Agree",Comprehensive Flavored tobacco ban,Tobacco Flavored E-cigarettes,+(S),"""For both age groups, the prevalence of using flavored e-cigarettes decreased significantly after the flavor ban as well, as one might expect, with increases in the use of still-permitted tobaccoflavored e-cigarettes."""
Yang et al_2020_The impact of a comprehensive tobacco product fl,"However, among the 18–24 age group, there was ?also a significant increase in cigarette smoking overall","Comprehensive Flavored tobacco ban
+(S)
Current Cigarette smoking (+) (+)
Agree",Comprehensive Flavored tobacco ban,Current Cigarette smoking (+) (+),+(S), 
Yang et al_2020_The impact of a comprehensive tobacco product fl,"but a significant ?decrease in the smoking of cigars, both flavored and overall","Comprehensive Flavored tobacco ban
- (O)
Cigar Use
Agree",Comprehensive Flavored tobacco ban,Cigar Use,- (O),"""However, among the 18–24 age group, there was also a significant increase in cigarette smoking overall, but a significant decrease in the smoking of cigars, both flavored and overall."""
Yang et al_2020_The impact of a comprehensive tobacco product fl,"Among the ?25–34 age group, there was a significant decrease in the exclusive use of ?e-cigarettes","Comprehensive Flavored tobacco ban
- (O)
Exclusive e-cigarette use
Agree",Comprehensive Flavored tobacco ban,Exclusive e-cigarette use,- (O),Review: change var2 to exclusive or e-cig use only
Yang et al_2020_The impact of a comprehensive tobacco product fl,and the dual use of e-cigarettes with cigars.,"Comprehensive Flavored tobacco ban
- (O)
Dual Use (e-cigarettes and cigars)
Agree",Comprehensive Flavored tobacco ban,Dual Use (e-cigarettes and cigars),- (O),"""Among the 25–34 age group, there was a significant decrease in the exclusive use of e-cigarettes and the dual use of e-cigarettes with cigars."""
Yang et al_2020_The impact of a comprehensive tobacco product fl,e-cigarettes,"Comprehensive Flavored tobacco ban
+(S)
Cross Border Purchasing of E-cigarettes post ban
Agree",Comprehensive Flavored tobacco ban,Cross Border Purchasing of E-cigarettes post ban,+(S),"""As shown in Table 3, the proportions of e-cigarettes, cigarettes, and cigars obtained over the Internet or through the mail increased after the ban, and the proportions obtained from retailers outside of San Francisco also increased overall. But the overall distribution was only significantly different for e-cigarettes and not for cigarettes or cigars."""
Yang et al_2020_The impact of a comprehensive tobacco product fl,cigarettes,"Comprehensive Flavored tobacco ban
=
Cross Border Purchasing of cigarettes post-ban (+)
Agree",Comprehensive Flavored tobacco ban,Cross Border Purchasing of cigarettes post-ban (+),=,"""As shown in Table 3, the proportions of e-cigarettes, cigarettes, and cigars obtained over the Internet or through the mail increased after the ban, and the proportions obtained from retailers outside of San Francisco also increased overall. But the overall distribution was only significantly different for e-cigarettes and not for cigarettes or cigars."""
Yang et al_2020_The impact of a comprehensive tobacco product fl,cigars,"Comprehensive Flavored tobacco ban
=
Cross border purchasing of cigars post ban
Agree",Comprehensive Flavored tobacco ban,Cross border purchasing of cigars post ban,=,"""As shown in Table 3, the proportions of e-cigarettes, cigarettes, and cigars obtained over the Internet or through the mail increased after the ban, and the proportions obtained from retailers outside of San Francisco also increased overall. But the overall distribution was only significantly different for e-cigarettes and not for cigarettes or cigars."""
Yang et al_2020_The impact of a comprehensive tobacco product fl,"As shown in Table 5, the odds of using menthol cigarettes, flavored ?e-cigarettes, or flavored cigars were substantially greater among those ?who had (vs. had not) used the same product before the ban","Pre-ban use of specific flavored tobacco product (vs. no pre-ban use of the same product)
+(S)
Post-ban use of the same flavored tobacco product
Agree",Pre-ban use of specific flavored tobacco product (vs. no pre-ban use of the same product),Post-ban use of the same flavored tobacco product,+(S), 
Yang et al_2020_The impact of a comprehensive tobacco product fl,"After the ban, women were less likely to use menthol ?cigarettes","Being Female (vs. Male) (+) (+) (+) (+) (+) (+) (+)
- (O)
Menthol/Capsule Cigarette Smoking Post Ban
Agree",Being Female (vs. Male) (+) (+) (+) (+) (+) (+) (+),Menthol/Capsule Cigarette Smoking Post Ban,- (O), 
Yang et al_2020_The impact of a comprehensive tobacco product fl,flavored e-cigarettes compared with males,"Being Female (vs. Male) (+) (+) (+) (+) (+) (+) (+)
- (O)
Flavored e-cigarette use post ban
Agree",Being Female (vs. Male) (+) (+) (+) (+) (+) (+) (+),Flavored e-cigarette use post ban,- (O),"""After the ban, women were less likely to use menthol cigarettes and flavored e-cigarettes compared with males."""
Yang et al_2020_The impact of a comprehensive tobacco product fl,25–34 years of age,"Age 18-24 years old (vs. 25-34) 
- (O)
Post-ban flavored cigar use
Agree",Age 18-24 years old (vs. 25-34),Post-ban flavored cigar use,- (O),"“Participants who were 25–34 years of age, as well as blacks, students, and those with higher educational attainment were more likely to use flavored cigars compared to those aged 18–24 years, of other races/ethnicities, who were not students, and those with lower educational attainment.”"
Yang et al_2020_The impact of a comprehensive tobacco product fl,blacks,"Being Black (vs. Non-Black)
+(S)
Post-ban flavored cigar use
Agree",Being Black (vs. Non-Black),Post-ban flavored cigar use,+(S),"“Participants who were 25–34 years of age, as well as blacks, students, and those with higher educational attainment were more likely to use flavored cigars compared to those aged 18–24 years, of other races/ethnicities, who were not students, and those with lower educational attainment.”"
Yang et al_2020_The impact of a comprehensive tobacco product fl,students,"Being a student (vs. not a student)
+(S)
Post-ban flavored cigar use
Agree",Being a student (vs. not a student),Post-ban flavored cigar use,+(S),"“Participants who were 25–34 years of age, as well as blacks, students, and those with higher educational attainment were more likely to use flavored cigars compared to those aged 18–24 years, of other races/ethnicities, who were not students, and those with lower educational attainment.”"
Yang et al_2020_The impact of a comprehensive tobacco product fl,those with ?higher educational attainment,"Education Level (+) (+) (+) (+)
+(S)
Post-ban flavored cigar use
Agree",Education Level (+) (+) (+) (+),Post-ban flavored cigar use,+(S),"“Participants who were 25–34 years of age, as well as blacks, students, and those with higher educational attainment were more likely to use flavored cigars compared to those aged 18–24 years, of other races/ethnicities, who were not students, and those with lower educational attainment.”"
